,room0,room1,type0,type1,changed
1048,c,c,wall,wall,False
1049,c,c,wall,wall,False
1050,c,c,wall,wall,False
1051,c,c,wall,wall,False
1052,c,c,wall,door,False
1053,c,d,door,door,True
1054,d,c,door,door,True
1055,c,c,door,wall,False
1056,c,c,wall,wall,False
1057,c,c,wall,wall,False
1058,c,c,wall,wall,False
1059,c,c,wall,table,False
1060,c,c,table,wall,False
1061,c,c,wall,door,False
1062,c,c,door,wall,False
1063,c,c,wall,wall,False
1064,c,c,wall,table,False
1065,c,c,table,wall,False
1066,c,c,wall,wall,False
1067,c,c,wall,table,False
1068,c,c,table,wall,False
1069,c,c,wall,door,False
1070,c,c,door,wall,False
1071,c,c,wall,wall,False
1072,c,c,wall,wall,False
1073,c,c,wall,door,False
1074,c,c,door,door,False
1075,c,c,door,wall,False
1076,c,c,wall,wall,False
1077,c,c,wall,wall,False
1078,c,c,wall,door,False
1079,c,c,door,wall,False
1080,c,c,wall,wall,False
1081,c,c,wall,wall,False
1082,c,c,wall,wall,False
1083,c,c,wall,door,False
1084,c,c,door,wall,False
1085,c,c,wall,wall,False
1086,c,c,wall,door,False
1087,c,c,door,door,False
1088,c,c,door,wall,False
1089,c,c,wall,wall,False
1090,c,c,wall,wall,False
1091,c,c,wall,wall,False
1092,c,c,wall,wall,False
1093,c,c,wall,door,False
1094,c,d,door,door,True
1095,d,d,door,table,False
1096,d,d,table,wall,False
1097,d,d,wall,door,False
1098,d,d,door,door,False
1099,d,d,door,table,False
1100,d,d,table,wall,False
1101,d,d,wall,wall,False
1102,d,d,wall,wall,False
1103,d,d,wall,door,False
1104,d,d,door,wall,False
1105,d,d,wall,wall,False
1106,d,d,wall,table,False
1107,d,d,table,wall,False
1108,d,d,wall,wall,False
1109,d,d,wall,door,False
1110,d,d,door,wall,False
1111,d,d,wall,wall,False
1112,d,d,wall,door,False
1113,d,d,door,table,False
1114,d,d,table,wall,False
1115,d,d,wall,wall,False
1116,d,d,wall,wall,False
1117,d,d,wall,wall,False
1118,d,d,wall,door,False
1119,d,c,door,door,True
1120,c,c,door,wall,False
1121,c,c,wall,door,False
1122,c,c,door,wall,False
1123,c,c,wall,wall,False
1124,c,c,wall,wall,False
1125,c,c,wall,wall,False
1126,c,c,wall,door,False
1127,c,c,door,wall,False
1128,c,c,wall,wall,False
1129,c,c,wall,wall,False
1130,c,c,wall,wall,False
1131,c,c,wall,wall,False
1132,c,c,wall,wall,False
1133,c,c,wall,door,False
1134,c,c,door,wall,False
1135,c,c,wall,door,False
1136,c,c,door,table,False
1137,c,c,table,door,False
1138,c,c,door,wall,False
1139,c,c,wall,wall,False
1140,c,c,wall,wall,False
1141,c,c,wall,door,False
1142,c,c,door,wall,False
1143,c,c,wall,table,False
1144,c,c,table,wall,False
1145,c,c,wall,wall,False
1146,c,c,wall,wall,False
1147,c,c,wall,door,False
1148,c,c,door,wall,False
1149,c,c,wall,table,False
1150,c,c,table,door,False
1151,c,c,door,wall,False
1152,c,c,wall,table,False
1153,c,c,table,wall,False
1154,c,c,wall,wall,False
1155,c,c,wall,door,False
1156,c,c,door,table,False
1157,c,c,table,door,False
1158,c,d,door,door,True
1159,d,d,door,door,False
1160,d,d,door,wall,False
1161,d,d,wall,table,False
1162,d,d,table,wall,False
1163,d,d,wall,wall,False
1164,d,d,wall,wall,False
1165,d,d,wall,wall,False
1166,d,d,wall,door,False
1167,d,d,door,wall,False
1168,d,d,wall,wall,False
1169,d,d,wall,table,False
1170,d,d,table,wall,False
1171,d,d,wall,wall,False
1172,d,d,wall,wall,False
1173,d,d,wall,wall,False
1174,d,d,wall,door,False
1175,d,d,door,table,False
1176,d,d,table,wall,False
1177,d,d,wall,table,False
1178,d,d,table,wall,False
1179,d,d,wall,door,False
1180,d,d,door,wall,False
1181,d,d,wall,door,False
1182,d,c,door,door,True
1183,c,c,door,table,False
1184,c,c,table,wall,False
1185,c,c,wall,wall,False
1186,c,c,wall,door,False
1187,c,c,door,door,False
1188,c,c,door,wall,False
1189,c,c,wall,wall,False
1190,c,c,wall,wall,False
1191,c,c,wall,door,False
1192,c,c,door,wall,False
1193,c,c,wall,door,False
1194,c,c,door,table,False
1195,c,c,table,wall,False
1196,c,c,wall,wall,False
1197,c,c,wall,door,False
1198,c,c,door,wall,False
1199,c,c,wall,table,False
1200,c,c,table,wall,False
1201,c,c,wall,wall,False
1202,c,c,wall,door,False
1203,c,c,door,wall,False
1204,c,c,wall,door,False
1205,c,a,door,door,True
1206,a,a,door,wall,False
1207,a,a,wall,door,False
1208,a,a,door,wall,False
1209,a,a,wall,wall,False
1210,a,a,wall,wall,False
1211,a,a,wall,door,False
1212,a,a,door,wall,False
1213,a,a,wall,wall,False
1214,a,a,wall,wall,False
1215,a,a,wall,wall,False
1216,a,a,wall,wall,False
1217,a,a,wall,table,False
1218,a,a,table,wall,False
1219,a,a,wall,door,False
1220,a,a,door,wall,False
1221,a,a,wall,wall,False
1222,a,a,wall,wall,False
1223,a,a,wall,door,False
1224,a,a,door,wall,False
1225,a,a,wall,wall,False
1226,a,a,wall,table,False
1227,a,a,table,door,False
1228,a,a,door,wall,False
1229,a,a,wall,wall,False
1230,a,a,wall,table,False
1231,a,a,table,wall,False
1232,a,a,wall,table,False
1233,a,a,table,wall,False
1234,a,a,wall,wall,False
1235,a,a,wall,wall,False
1236,a,a,wall,wall,False
1237,a,a,wall,door,False
1238,a,a,door,wall,False
1239,a,a,wall,wall,False
1240,a,a,wall,wall,False
1241,a,a,wall,wall,False
1242,a,a,wall,door,False
1243,a,a,door,wall,False
1244,a,a,wall,table,False
1245,a,a,table,wall,False
1246,a,a,wall,door,False
1247,a,a,door,wall,False
1248,a,a,wall,wall,False
1249,a,a,wall,wall,False
1250,a,a,wall,wall,False
1251,a,a,wall,table,False
1252,a,a,table,wall,False
1253,a,a,wall,door,False
1254,a,a,door,wall,False
1255,a,a,wall,door,False
1256,a,a,door,wall,False
1257,a,a,wall,wall,False
1258,a,a,wall,door,False
1259,a,a,door,table,False
1260,a,a,table,wall,False
1261,a,a,wall,door,False
1262,a,c,door,door,True
1263,c,c,door,door,False
1264,c,c,door,wall,False
1265,c,c,wall,table,False
1266,c,c,table,door,False
1267,c,c,door,wall,False
1268,c,c,wall,table,False
1269,c,c,table,wall,False
1270,c,c,wall,wall,False
1271,c,c,wall,wall,False
1272,c,c,wall,wall,False
1273,c,c,wall,door,False
1274,c,c,door,wall,False
1275,c,c,wall,wall,False
1276,c,c,wall,wall,False
1277,c,c,wall,table,False
1278,c,c,table,wall,False
1279,c,c,wall,wall,False
1280,c,c,wall,wall,False
1281,c,c,wall,wall,False
1282,c,c,wall,wall,False
1283,c,c,wall,wall,False
1284,c,c,wall,wall,False
1285,c,c,wall,wall,False
1286,c,c,wall,wall,False
1287,c,c,wall,wall,False
1288,c,c,wall,door,False
1289,c,c,door,wall,False
1290,c,c,wall,door,False
1291,c,c,door,table,False
1292,c,c,table,door,False
1293,c,c,door,wall,False
1294,c,c,wall,door,False
1295,c,a,door,door,True
1296,a,a,door,wall,False
1297,a,a,wall,wall,False
1298,a,a,wall,table,False
1299,a,a,table,wall,False
1300,a,a,wall,wall,False
1301,a,a,wall,wall,False
1302,a,a,wall,door,False
1303,a,a,door,wall,False
1304,a,a,wall,wall,False
1305,a,a,wall,door,False
1306,a,a,door,wall,False
1307,a,a,wall,wall,False
1308,a,a,wall,wall,False
1309,a,a,wall,table,False
1310,a,a,table,wall,False
1311,a,a,wall,wall,False
1312,a,a,wall,door,False
1313,a,a,door,wall,False
1314,a,a,wall,wall,False
1315,a,a,wall,wall,False
1316,a,a,wall,wall,False
1317,a,a,wall,wall,False
1318,a,a,wall,wall,False
1319,a,a,wall,table,False
1320,a,a,table,door,False
1321,a,a,door,door,False
1322,a,a,door,table,False
1323,a,a,table,wall,False
1324,a,a,wall,table,False
1325,a,a,table,door,False
1326,a,a,door,wall,False
1327,a,a,wall,door,False
1328,a,a,door,table,False
1329,a,a,table,door,False
1330,a,a,door,wall,False
1331,a,a,wall,door,False
1332,a,c,door,door,True
1333,c,c,door,wall,False
1334,c,c,wall,table,False
1335,c,c,table,wall,False
1336,c,c,wall,wall,False
1337,c,c,wall,wall,False
1338,c,c,wall,door,False
1339,c,c,door,wall,False
1340,c,c,wall,wall,False
1341,c,c,wall,table,False
1342,c,c,table,wall,False
1343,c,c,wall,wall,False
1344,c,c,wall,wall,False
1345,c,c,wall,wall,False
1346,c,c,wall,wall,False
1347,c,c,wall,door,False
1348,c,c,door,wall,False
1349,c,c,wall,wall,False
1350,c,c,wall,door,False
1351,c,c,door,wall,False
1352,c,c,wall,wall,False
1353,c,c,wall,wall,False
1354,c,c,wall,door,False
1355,c,c,door,wall,False
1356,c,c,wall,wall,False
1357,c,c,wall,wall,False
1358,c,c,wall,wall,False
1359,c,c,wall,wall,False
1360,c,c,wall,wall,False
1361,c,c,wall,wall,False
1362,c,c,wall,wall,False
1363,c,c,wall,door,False
1364,c,d,door,door,True
1365,d,d,door,wall,False
1366,d,d,wall,door,False
1367,d,d,door,wall,False
1368,d,d,wall,wall,False
1369,d,d,wall,door,False
1370,d,d,door,wall,False
1371,d,d,wall,door,False
1372,d,d,door,table,False
1373,d,d,table,wall,False
1374,d,d,wall,door,False
1375,d,d,door,wall,False
1376,d,d,wall,table,False
1377,d,d,table,wall,False
1378,d,d,wall,wall,False
1379,d,d,wall,wall,False
1380,d,d,wall,wall,False
1381,d,d,wall,door,False
1382,d,d,door,wall,False
1383,d,d,wall,door,False
1384,d,d,door,table,False
1385,d,d,table,wall,False
1386,d,d,wall,table,False
1387,d,d,table,wall,False
1388,d,d,wall,table,False
1389,d,d,table,door,False
1390,d,d,door,table,False
1391,d,d,table,wall,False
1392,d,d,wall,door,False
1393,d,d,door,wall,False
1394,d,d,wall,wall,False
1395,d,d,wall,door,False
1396,d,d,door,wall,False
1397,d,d,wall,door,False
1398,d,d,door,table,False
1399,d,d,table,wall,False
1400,d,d,wall,wall,False
1401,d,d,wall,wall,False
1402,d,d,wall,table,False
1403,d,d,table,wall,False
1404,d,d,wall,door,False
1405,d,d,door,door,False
1406,d,d,door,wall,False
1407,d,d,wall,door,False
1408,d,d,door,wall,False
1409,d,d,wall,table,False
1410,d,d,table,wall,False
1411,d,d,wall,door,False
1412,d,d,door,wall,False
1413,d,d,wall,wall,False
1414,d,d,wall,wall,False
1415,d,d,wall,door,False
1416,d,d,door,door,False
1417,d,d,door,wall,False
1418,d,d,wall,wall,False
1419,d,d,wall,door,False
1420,d,d,door,wall,False
1421,d,d,wall,wall,False
1422,d,d,wall,wall,False
1423,d,d,wall,wall,False
1424,d,d,wall,door,False
1425,d,d,door,door,False
1426,d,d,door,wall,False
1427,d,d,wall,wall,False
1428,d,d,wall,table,False
1429,d,d,table,door,False
1430,d,d,door,wall,False
1431,d,d,wall,door,False
1432,d,d,door,wall,False
1433,d,d,wall,wall,False
1434,d,d,wall,wall,False
1435,d,d,wall,wall,False
1436,d,d,wall,wall,False
1437,d,d,wall,wall,False
1438,d,d,wall,wall,False
1439,d,d,wall,wall,False
1440,d,d,wall,wall,False
1441,d,d,wall,door,False
1442,d,d,door,table,False
1443,d,d,table,door,False
1444,d,d,door,table,False
1445,d,d,table,wall,False
1446,d,d,wall,wall,False
1447,d,d,wall,wall,False
1448,d,d,wall,door,False
1449,d,d,door,wall,False
1450,d,d,wall,door,False
1451,d,d,door,wall,False
1452,d,d,wall,wall,False
1453,d,d,wall,wall,False
1454,d,d,wall,door,False
1455,d,b,door,door,True
1456,b,b,door,wall,False
1457,b,b,wall,door,False
1458,b,b,door,wall,False
1459,b,b,wall,door,False
1460,b,b,door,table,False
1461,b,b,table,wall,False
1462,b,b,wall,door,False
1463,b,d,door,door,True
1464,d,d,door,door,False
1465,d,d,door,table,False
1466,d,d,table,wall,False
1467,d,d,wall,door,False
1468,d,d,door,wall,False
1469,d,d,wall,wall,False
1470,d,d,wall,door,False
1471,d,d,door,wall,False
1472,d,d,wall,table,False
1473,d,d,table,door,False
1474,d,d,door,wall,False
1475,d,d,wall,table,False
1476,d,d,table,wall,False
1477,d,d,wall,wall,False
1478,d,d,wall,table,False
1479,d,d,table,wall,False
1480,d,d,wall,door,False
1481,d,d,door,table,False
1482,d,d,table,wall,False
1483,d,d,wall,wall,False
1484,d,d,wall,door,False
1485,d,d,door,wall,False
1486,d,d,wall,wall,False
1487,d,d,wall,wall,False
1488,d,d,wall,wall,False
1489,d,d,wall,wall,False
1490,d,d,wall,wall,False
1491,d,d,wall,wall,False
1492,d,d,wall,door,False
1493,d,d,door,wall,False
1494,d,d,wall,wall,False
1495,d,d,wall,wall,False
1496,d,d,wall,wall,False
1497,d,d,wall,door,False
1498,d,d,door,wall,False
1499,d,d,wall,wall,False
1500,d,d,wall,table,False
1501,d,d,table,door,False
1502,d,d,door,table,False
1503,d,d,table,wall,False
1504,d,d,wall,wall,False
1505,d,d,wall,wall,False
1506,d,d,wall,wall,False
1507,d,d,wall,door,False
1508,d,d,door,wall,False
1509,d,d,wall,wall,False
1510,d,d,wall,table,False
1511,d,d,table,door,False
1512,d,d,door,wall,False
1513,d,d,wall,wall,False
1514,d,d,wall,wall,False
1515,d,d,wall,door,False
1516,d,b,door,door,True
1517,b,b,door,wall,False
1518,b,b,wall,wall,False
1519,b,b,wall,door,False
1520,b,b,door,wall,False
1521,b,b,wall,door,False
1522,b,b,door,wall,False
1523,b,b,wall,door,False
1524,b,a,door,door,True
1525,a,b,door,door,True
1526,b,b,door,wall,False
1527,b,b,wall,wall,False
1528,b,b,wall,door,False
1529,b,b,door,wall,False
1530,b,b,wall,wall,False
1531,b,b,wall,door,False
1532,b,b,door,door,False
1533,b,b,door,wall,False
1534,b,b,wall,wall,False
1535,b,b,wall,door,False
1536,b,b,door,wall,False
1537,b,b,wall,wall,False
1538,b,b,wall,wall,False
1539,b,b,wall,wall,False
1540,b,b,wall,wall,False
1541,b,b,wall,wall,False
1542,b,b,wall,table,False
1543,b,b,table,wall,False
1544,b,b,wall,wall,False
1545,b,b,wall,wall,False
1546,b,b,wall,wall,False
1547,b,b,wall,door,False
1548,b,b,door,wall,False
1549,b,b,wall,wall,False
1550,b,b,wall,wall,False
1551,b,b,wall,wall,False
1552,b,b,wall,wall,False
1553,b,b,wall,door,False
1554,b,b,door,table,False
1555,b,b,table,wall,False
1556,b,b,wall,wall,False
1557,b,b,wall,wall,False
1558,b,b,wall,wall,False
1559,b,b,wall,door,False
1560,b,b,door,wall,False
1561,b,b,wall,table,False
1562,b,b,table,wall,False
1563,b,b,wall,table,False
1564,b,b,table,wall,False
1565,b,b,wall,wall,False
1566,b,b,wall,wall,False
1567,b,b,wall,wall,False
1568,b,b,wall,door,False
1569,b,b,door,wall,False
1570,b,b,wall,door,False
1571,b,b,door,wall,False
1572,b,b,wall,table,False
1573,b,b,table,wall,False
1574,b,b,wall,door,False
1575,b,d,door,door,True
1576,d,d,door,wall,False
1577,d,d,wall,wall,False
1578,d,d,wall,wall,False
1579,d,d,wall,wall,False
1580,d,d,wall,wall,False
1581,d,d,wall,wall,False
1582,d,d,wall,door,False
1583,d,d,door,wall,False
1584,d,d,wall,table,False
1585,d,d,table,wall,False
1586,d,d,wall,wall,False
1587,d,d,wall,table,False
1588,d,d,table,door,False
1589,d,d,door,wall,False
1590,d,d,wall,wall,False
1591,d,d,wall,door,False
1592,d,d,door,door,False
1593,d,d,door,wall,False
1594,d,d,wall,door,False
1595,d,c,door,door,True
1596,c,c,door,wall,False
1597,c,c,wall,wall,False
1598,c,c,wall,wall,False
1599,c,c,wall,table,False
1600,c,c,table,wall,False
1601,c,c,wall,door,False
1602,c,c,door,wall,False
1603,c,c,wall,door,False
1604,c,c,door,table,False
1605,c,c,table,door,False
1606,c,c,door,wall,False
1607,c,c,wall,wall,False
1608,c,c,wall,table,False
1609,c,c,table,wall,False
1610,c,c,wall,door,False
1611,c,c,door,wall,False
1612,c,c,wall,wall,False
1613,c,c,wall,wall,False
1614,c,c,wall,table,False
1615,c,c,table,door,False
1616,c,c,door,wall,False
1617,c,c,wall,door,False
1618,c,c,door,wall,False
1619,c,c,wall,wall,False
1620,c,c,wall,wall,False
1621,c,c,wall,door,False
1622,c,c,door,wall,False
1623,c,c,wall,wall,False
1624,c,c,wall,wall,False
1625,c,c,wall,wall,False
1626,c,c,wall,wall,False
1627,c,c,wall,wall,False
1628,c,c,wall,wall,False
1629,c,c,wall,door,False
1630,c,c,door,wall,False
1631,c,c,wall,wall,False
1632,c,c,wall,door,False
1633,c,c,door,wall,False
1634,c,c,wall,wall,False
1635,c,c,wall,door,False
1636,c,c,door,wall,False
1637,c,c,wall,wall,False
1638,c,c,wall,wall,False
1639,c,c,wall,wall,False
1640,c,c,wall,wall,False
1641,c,c,wall,door,False
1642,c,c,door,table,False
1643,c,c,table,door,False
1644,c,c,door,wall,False
1645,c,c,wall,wall,False
1646,c,c,wall,wall,False
1647,c,c,wall,table,False
1648,c,c,table,wall,False
1649,c,c,wall,wall,False
1650,c,c,wall,wall,False
1651,c,c,wall,wall,False
1652,c,c,wall,door,False
1653,c,c,door,table,False
1654,c,c,table,wall,False
1655,c,c,wall,wall,False
1656,c,c,wall,wall,False
1657,c,c,wall,wall,False
1658,c,c,wall,table,False
1659,c,c,table,wall,False
1660,c,c,wall,wall,False
1661,c,c,wall,door,False
1662,c,d,door,door,True
1663,d,d,door,wall,False
1664,d,d,wall,wall,False
1665,d,d,wall,wall,False
1666,d,d,wall,wall,False
1667,d,d,wall,door,False
1668,d,d,door,wall,False
1669,d,d,wall,wall,False
1670,d,d,wall,wall,False
1671,d,d,wall,table,False
1672,d,d,table,wall,False
1673,d,d,wall,wall,False
1674,d,d,wall,wall,False
1675,d,d,wall,wall,False
1676,d,d,wall,wall,False
1677,d,d,wall,door,False
1678,d,d,door,wall,False
1679,d,d,wall,wall,False
1680,d,d,wall,wall,False
1681,d,d,wall,wall,False
1682,d,d,wall,table,False
1683,d,d,table,door,False
1684,d,c,door,door,True
1685,c,c,door,wall,False
1686,c,c,wall,door,False
1687,c,c,door,wall,False
1688,c,c,wall,wall,False
1689,c,c,wall,wall,False
1690,c,c,wall,wall,False
1691,c,c,wall,door,False
1692,c,d,door,door,True
1693,d,d,door,wall,False
1694,d,d,wall,table,False
1695,d,d,table,wall,False
1696,d,d,wall,wall,False
1697,d,d,wall,wall,False
1698,d,d,wall,door,False
1699,d,d,door,wall,False
1700,d,d,wall,wall,False
1701,d,d,wall,door,False
1702,d,d,door,wall,False
1703,d,d,wall,wall,False
1704,d,d,wall,wall,False
1705,d,d,wall,wall,False
1706,d,d,wall,wall,False
1707,d,d,wall,wall,False
1708,d,d,wall,wall,False
1709,d,d,wall,wall,False
1710,d,d,wall,wall,False
1711,d,d,wall,wall,False
1712,d,d,wall,table,False
1713,d,d,table,wall,False
1714,d,d,wall,wall,False
1715,d,d,wall,table,False
1716,d,d,table,wall,False
1717,d,d,wall,wall,False
1718,d,d,wall,wall,False
1719,d,d,wall,wall,False
1720,d,d,wall,wall,False
1721,d,d,wall,table,False
1722,d,d,table,wall,False
1723,d,d,wall,wall,False
1724,d,d,wall,wall,False
1725,d,d,wall,wall,False
1726,d,d,wall,door,False
1727,d,d,door,wall,False
1728,d,d,wall,wall,False
1729,d,d,wall,door,False
1730,d,d,door,wall,False
1731,d,d,wall,wall,False
1732,d,d,wall,wall,False
1733,d,d,wall,door,False
1734,d,d,door,wall,False
1735,d,d,wall,wall,False
1736,d,d,wall,door,False
1737,d,d,door,table,False
1738,d,d,table,door,False
1739,d,d,door,wall,False
1740,d,d,wall,wall,False
1741,d,d,wall,wall,False
1742,d,d,wall,wall,False
1743,d,d,wall,door,False
1744,d,d,door,table,False
1745,d,d,table,wall,False
1746,d,d,wall,wall,False
1747,d,d,wall,door,False
1748,d,d,door,wall,False
1749,d,d,wall,table,False
1750,d,d,table,wall,False
1751,d,d,wall,wall,False
1752,d,d,wall,wall,False
1753,d,d,wall,wall,False
1754,d,d,wall,table,False
1755,d,d,table,wall,False
1756,d,d,wall,wall,False
1757,d,d,wall,wall,False
1758,d,d,wall,wall,False
1759,d,d,wall,wall,False
1760,d,d,wall,wall,False
1761,d,d,wall,wall,False
1762,d,d,wall,door,False
1763,d,d,door,wall,False
1764,d,d,wall,wall,False
1765,d,d,wall,door,False
1766,d,d,door,wall,False
1767,d,d,wall,table,False
1768,d,d,table,wall,False
1769,d,d,wall,wall,False
1770,d,d,wall,wall,False
1771,d,d,wall,wall,False
1772,d,d,wall,door,False
1773,d,d,door,wall,False
1774,d,d,wall,wall,False
1775,d,d,wall,wall,False
1776,d,d,wall,table,False
1777,d,d,table,door,False
1778,d,d,door,wall,False
1779,d,d,wall,wall,False
1780,d,d,wall,wall,False
1781,d,d,wall,wall,False
1782,d,d,wall,table,False
1783,d,d,table,door,False
1784,d,d,door,wall,False
1785,d,d,wall,wall,False
1786,d,d,wall,door,False
1787,d,d,door,table,False
1788,d,d,table,wall,False
1789,d,d,wall,door,False
1790,d,d,door,wall,False
1791,d,d,wall,wall,False
1792,d,d,wall,wall,False
1793,d,d,wall,wall,False
1794,d,d,wall,wall,False
1795,d,d,wall,wall,False
1796,d,d,wall,wall,False
1797,d,d,wall,door,False
1798,d,d,door,wall,False
1799,d,d,wall,wall,False
1800,d,d,wall,door,False
1801,d,d,door,wall,False
1802,d,d,wall,wall,False
1803,d,d,wall,wall,False
1804,d,d,wall,table,False
1805,d,d,table,door,False
1806,d,d,door,wall,False
1807,d,d,wall,wall,False
1808,d,d,wall,wall,False
1809,d,d,wall,wall,False
1810,d,d,wall,wall,False
1811,d,d,wall,wall,False
1812,d,d,wall,wall,False
1813,d,d,wall,wall,False
1814,d,d,wall,wall,False
1815,d,d,wall,door,False
1816,d,d,door,table,False
1817,d,d,table,door,False
1818,d,d,door,door,False
1819,d,d,door,wall,False
1820,d,d,wall,wall,False
1821,d,d,wall,wall,False
1822,d,d,wall,wall,False
1823,d,d,wall,door,False
1824,d,d,door,wall,False
1825,d,d,wall,wall,False
1826,d,d,wall,door,False
